venta_id,fecha,año,mes,trimestre,modelo,marca,tipo,segmento,precio_lista,precio_venta,descuento_pct,descuento_monto,precio_final,accesorios_monto,precio_total,costo_vehiculo,margen_bruto,margen_pct,ganancia_neta,vendedor,zona,senioridad,comision_vendedor,financiacion,origen_lead,permuta,valor_permuta,num_accesorios,dias_cierre,test_drive,rating_cliente
VTA-01381,2022-10-23,2022,10,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,49250000,0,0,49250000,163738,49413738,33600000,15650000,31.8,15715495,Paula Gómez,Centro,Senior,1642487,Cuotas 12x,Showroom,1,16200000,1,17,1,5
VTA-03050,2022-10-23,2022,10,Q4,Renault Oroch,Renault,Pickup,Intermedio,13000000,13200000,0,0,13200000,0,13200000,9400000,3800000,28.8,3800000,Martín López,Oeste,Junior,264000,Cuotas 12x,Web,1,4600000,0,12,1,4
VTA-01165,2022-10-23,2022,10,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11500000,4,460000,11040000,0,11040000,8200000,2840000,25.7,2840000,Lucía Fernández,Norte,Semi-Senior,289800,Contado,Referido,0,0,0,2,0,5
VTA-03742,2022-10-23,2022,10,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,51400000,2,1028000,50372000,0,50372000,36400000,13972000,27.7,13972000,Sofía Herrera,Sur,Senior,1737834,Contado,Llamada entrante,1,8500000,0,10,1,5
VTA-01115,2022-10-23,2022,10,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4200000,1,42000,4158000,273851,4431851,3100000,1058000,25.4,1167540,Joaquín Torres,Sur,Semi-Senior,113513,Leasing,WhatsApp,0,0,1,7,0,5
VTA-03264,2022-10-23,2022,10,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3500000,1,35000,3465000,439444,3904444,2600000,865000,25.0,1040777,Paula Gómez,Centro,Senior,115558,Cuotas 12x,Instagram,0,0,2,1,1,4
VTA-00631,2022-10-23,2022,10,Q4,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5700000,1,57000,5643000,98468,5741468,4200000,1443000,25.6,1482387,Joaquín Torres,Sur,Semi-Senior,154054,Contado,WhatsApp,1,1900000,1,1,1,5
VTA-01392,2022-10-23,2022,10,Q4,Ford Ranger,Ford,Pickup,Premium,24000000,24300000,0,0,24300000,0,24300000,17200000,7100000,29.2,7100000,Joaquín Torres,Sur,Semi-Senior,663390,Cuotas 24x,Showroom,0,0,0,11,1,5
VTA-01070,2022-10-23,2022,10,Q4,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8700000,0,0,8700000,237154,8937154,6100000,2600000,29.9,2694861,Carlos Méndez,Norte,Senior,280140,Contado,Instagram,1,1700000,1,4,1,5
VTA-00648,2022-10-23,2022,10,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,17900000,4,716000,17184000,686736,17870736,12500000,4684000,27.3,4958694,Joaquín Torres,Sur,Semi-Senior,469123,Cuotas 12x,WhatsApp,1,6250000,3,12,0,4
VTA-00913,2022-10-23,2022,10,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,25950000,1,259500,25690500,162100,25852600,17800000,7890500,30.7,7955340,Sofía Herrera,Sur,Senior,886322,Plan de ahorro,WhatsApp,1,11050000,1,17,1,3
VTA-03505,2022-10-24,2022,10,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,51050000,1,510500,50539500,187958,50727458,36400000,14139500,28.0,14214683,Paula Gómez,Centro,Senior,1685492,Cuotas 12x,Referido,0,0,1,32,0,4
VTA-03457,2022-10-24,2022,10,Q4,Ford Territory,Ford,SUV,Premium,18000000,17450000,3,523500,16926500,0,16926500,12900000,4026500,23.8,4026500,Diego Romero,Centro,Junior,372383,Cuotas 12x,Instagram,0,0,0,25,1,5
VTA-01524,2022-10-24,2022,10,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3600000,0,0,3600000,200589,3800589,2600000,1000000,27.8,1080235,Carlos Méndez,Norte,Senior,115920,Cuotas 12x,Web,0,0,1,2,0,4
VTA-01217,2022-10-24,2022,10,Q4,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5650000,5,282500,5367500,134979,5502479,4200000,1167500,21.8,1221491,Lucía Fernández,Norte,Semi-Senior,140897,Contado,Web,0,0,1,7,0,4
VTA-00218,2022-10-25,2022,10,Q4,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8000000,0,0,8000000,305507,8305507,6100000,1900000,23.8,2022202,Lucía Fernández,Norte,Semi-Senior,210000,Contado,Showroom,1,3000000,2,27,1,3
VTA-02667,2022-10-25,2022,10,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14250000,2,285000,13965000,0,13965000,10200000,3765000,27.0,3765000,Martín López,Oeste,Junior,279300,Cuotas 36x,Showroom,0,0,0,4,1,5
VTA-00063,2022-10-25,2022,10,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3550000,1,35500,3514500,265737,3780237,2600000,914500,26.0,1020794,Sofía Herrera,Sur,Senior,121250,Cuotas 12x,Referido,0,0,1,1,1,5
VTA-01468,2022-10-26,2022,10,Q4,Toyota Yaris,Toyota,Hatchback,Intermedio,8500000,8350000,0,0,8350000,0,8350000,6100000,2250000,26.9,2250000,Sofía Herrera,Sur,Senior,288075,Cuotas 24x,Showroom,0,0,0,11,1,4
VTA-03555,2022-10-27,2022,10,Q4,Ford Ka,Ford,Hatchback,Económico,4000000,3850000,1,38500,3811500,216931,4028431,2950000,861500,22.6,948272,Paula Gómez,Centro,Senior,127114,Cuotas 12x,Showroom,1,800000,1,2,1,1
VTA-03290,2022-10-28,2022,10,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11850000,2,237000,11613000,252593,11865593,8200000,3413000,29.4,3514037,Valentina Cruz,Este,Senior,414003,Cuotas 36x,Showroom,0,0,1,3,0,4
VTA-00784,2022-10-28,2022,10,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,22900000,1,229000,22671000,57000,22728000,16500000,6171000,27.2,6193800,Lucía Fernández,Norte,Semi-Senior,595114,Cuotas 36x,Web,0,0,1,1,0,1
VTA-03680,2022-10-28,2022,10,Q4,Toyota Hilux,Toyota,Pickup,Premium,28000000,27050000,2,541000,26509000,239389,26748389,19800000,6709000,25.3,6804755,Diego Romero,Centro,Junior,583198,Plan de ahorro,Referido,0,0,1,12,1,3
VTA-02538,2022-10-28,2022,10,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11650000,1,116500,11533500,66063,11599563,8200000,3333500,28.9,3359925,Lucía Fernández,Norte,Semi-Senior,302754,Contado,Showroom,1,1800000,1,1,0,4
VTA-03466,2022-10-29,2022,10,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11350000,0,0,11350000,141340,11491340,8200000,3150000,27.8,3206536,Lucía Fernández,Norte,Semi-Senior,297938,Cuotas 36x,Llamada entrante,0,0,1,5,1,5
VTA-00430,2022-10-30,2022,10,Q4,Ford Ka,Ford,Hatchback,Económico,4000000,3850000,2,77000,3773000,280322,4053322,2950000,823000,21.8,935128,Diego Romero,Centro,Junior,83006,Leasing,Web,0,0,2,2,0,4
VTA-00141,2022-10-30,2022,10,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,49550000,2,991000,48559000,253166,48812166,36400000,12159000,25.0,12260266,Lucía Fernández,Norte,Semi-Senior,1274674,Contado,Web,0,0,2,2,1,5
VTA-01750,2022-10-30,2022,10,Q4,Toyota Hilux,Toyota,Pickup,Premium,28000000,26800000,0,0,26800000,0,26800000,19800000,7000000,26.1,7000000,Carlos Méndez,Norte,Senior,862960,Cuotas 36x,Referido,0,0,0,23,1,5
VTA-02651,2022-10-31,2022,10,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,22350000,3,670500,21679500,0,21679500,15800000,5879500,27.1,5879500,Lucía Fernández,Norte,Semi-Senior,569087,Contado,Showroom,0,0,0,10,0,4
VTA-01170,2022-10-31,2022,10,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,23650000,1,236500,23413500,0,23413500,17800000,5613500,24.0,5613500,Lucía Fernández,Norte,Semi-Senior,614604,Contado,Web,0,0,0,28,1,4
VTA-03687,2022-10-31,2022,10,Q4,Renault Oroch,Renault,Pickup,Intermedio,13000000,13350000,3,400500,12949500,441681,13391181,9400000,3549500,27.4,3726172,Martín López,Oeste,Junior,258990,Cuotas 24x,WhatsApp,0,0,2,8,0,4
VTA-00932,2022-11-01,2022,11,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,25900000,2,518000,25382000,0,25382000,17800000,7582000,29.9,7582000,Martín López,Oeste,Junior,507640,Contado,Showroom,0,0,0,6,1,5
VTA-01563,2022-11-01,2022,11,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3450000,0,0,3450000,0,3450000,2600000,850000,24.6,850000,Joaquín Torres,Sur,Semi-Senior,94185,Cuotas 12x,Showroom,0,0,0,2,1,4
VTA-03465,2022-11-01,2022,11,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,7750000,0,0,7750000,155459,7905459,5900000,1850000,23.9,1912183,Lucía Fernández,Norte,Semi-Senior,203438,Cuotas 12x,Showroom,0,0,1,3,0,5
VTA-00884,2022-11-02,2022,11,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,17800000,3,534000,17266000,209324,17475324,12500000,4766000,27.6,4849729,Lucía Fernández,Norte,Semi-Senior,453232,Cuotas 12x,Web,0,0,1,34,1,4
VTA-00626,2022-11-02,2022,11,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,49900000,2,998000,48902000,0,48902000,33600000,15302000,31.3,15302000,Paula Gómez,Centro,Senior,1630882,Contado,Showroom,0,0,0,47,1,5
VTA-03309,2022-11-02,2022,11,Q4,Renault Oroch,Renault,Pickup,Intermedio,13000000,13200000,0,0,13200000,0,13200000,9400000,3800000,28.8,3800000,Diego Romero,Centro,Junior,290400,Contado,Web,0,0,0,11,1,5
VTA-03784,2022-11-03,2022,11,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3550000,0,0,3550000,0,3550000,2600000,950000,26.8,950000,Sofía Herrera,Sur,Senior,122475,Contado,Showroom,0,0,0,11,0,4
VTA-02787,2022-11-03,2022,11,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11400000,0,0,11400000,292208,11692208,8200000,3200000,28.1,3316883,Diego Romero,Centro,Junior,250800,Cuotas 12x,Web,0,0,2,4,0,5
VTA-03616,2022-11-03,2022,11,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,10500000,0,0,10500000,0,10500000,7600000,2900000,27.6,2900000,Diego Romero,Centro,Junior,231000,Cuotas 12x,Web,0,0,0,28,0,5
VTA-00808,2022-11-03,2022,11,Q4,Honda HR-V,Honda,SUV,Premium,15500000,15050000,1,150500,14899500,104018,15003518,11000000,3899500,26.2,3941107,Martín López,Oeste,Junior,297990,Cuotas 24x,Referido,0,0,1,9,1,5
VTA-02994,2022-11-04,2022,11,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11500000,0,0,11500000,0,11500000,8200000,3300000,28.7,3300000,Joaquín Torres,Sur,Semi-Senior,313950,Leasing,Web,0,0,0,6,1,4
VTA-00842,2022-11-04,2022,11,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4050000,2,81000,3969000,113043,4082043,3100000,869000,21.9,914217,Valentina Cruz,Este,Senior,141495,Cuotas 36x,WhatsApp,0,0,1,4,1,4
VTA-03601,2022-11-04,2022,11,Q4,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5700000,1,57000,5643000,325582,5968582,4200000,1443000,25.6,1573232,Carlos Méndez,Norte,Senior,181705,Cuotas 36x,Showroom,0,0,3,4,0,5
VTA-00700,2022-11-04,2022,11,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3450000,1,34500,3415500,150508,3566008,2600000,815500,23.9,875703,Carlos Méndez,Norte,Senior,109979,Contado,Instagram,0,0,1,2,0,3
VTA-01350,2022-11-04,2022,11,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,25350000,3,760500,24589500,0,24589500,17800000,6789500,27.6,6789500,Diego Romero,Centro,Junior,540969,Cuotas 36x,WhatsApp,0,0,0,2,1,3
VTA-02514,2022-11-04,2022,11,Q4,Volkswagen Amarok,Volkswagen,Pickup,Premium,22000000,21150000,3,634500,20515500,301228,20816728,15800000,4715500,23.0,4835991,Paula Gómez,Centro,Senior,684192,Plan de ahorro,Web,0,0,2,11,1,3
VTA-03871,2022-11-05,2022,11,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14750000,2,295000,14455000,0,14455000,10200000,4255000,29.4,4255000,Sofía Herrera,Sur,Senior,498697,Cuotas 24x,Web,0,0,0,5,0,4
VTA-02957,2022-11-05,2022,11,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,42500000,0,0,42500000,484661,42984661,29500000,13000000,30.6,13193864,Sofía Herrera,Sur,Senior,1466250,Leasing,Showroom,1,12400000,3,20,1,5
VTA-03436,2022-11-05,2022,11,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4200000,1,42000,4158000,496188,4654188,3100000,1058000,25.4,1256475,Martín López,Oeste,Junior,83160,Contado,Web,0,0,3,7,1,2
VTA-01063,2022-11-06,2022,11,Q4,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5700000,1,57000,5643000,374409,6017409,4200000,1443000,25.6,1592763,Sofía Herrera,Sur,Senior,194683,Cuotas 24x,Showroom,1,2350000,2,2,1,5
VTA-03311,2022-11-06,2022,11,Q4,Renault Duster,Renault,SUV,Intermedio,9800000,10200000,1,102000,10098000,0,10098000,7100000,2998000,29.7,2998000,Martín López,Oeste,Junior,201960,Cuotas 12x,Web,0,0,0,21,0,4
VTA-02019,2022-11-06,2022,11,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,48650000,1,486500,48163500,0,48163500,33600000,14563500,30.2,14563500,Carlos Méndez,Norte,Senior,1550865,Cuotas 12x,Web,0,0,0,1,1,4
VTA-02879,2022-11-06,2022,11,Q4,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12600000,2,252000,12348000,158968,12506968,9000000,3348000,27.1,3411587,Paula Gómez,Centro,Senior,411806,Contado,Web,0,0,1,8,1,4
VTA-00814,2022-11-07,2022,11,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4100000,0,0,4100000,0,4100000,3100000,1000000,24.4,1000000,Sofía Herrera,Sur,Senior,141450,Contado,Web,1,1450000,0,5,0,5
VTA-02977,2022-11-07,2022,11,Q4,Honda Civic,Honda,Sedán,Premium,16000000,15150000,3,454500,14695500,0,14695500,11400000,3295500,22.4,3295500,Paula Gómez,Centro,Senior,490095,Leasing,Referido,0,0,0,4,1,4
VTA-03455,2022-11-07,2022,11,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,24300000,3,729000,23571000,293851,23864851,17800000,5771000,24.5,5888540,Valentina Cruz,Este,Senior,840306,Leasing,Referido,0,0,1,21,1,4
VTA-00654,2022-11-07,2022,11,Q4,Ford Territory,Ford,SUV,Premium,18000000,18250000,5,912500,17337500,539110,17876610,12900000,4437500,25.6,4653144,Lucía Fernández,Norte,Semi-Senior,455109,Cuotas 24x,Llamada entrante,0,0,3,9,1,5
VTA-01535,2022-11-07,2022,11,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,11850000,3,355500,11494500,0,11494500,8200000,3294500,28.7,3294500,Sofía Herrera,Sur,Senior,396560,Leasing,Showroom,0,0,0,1,1,4
VTA-02198,2022-11-07,2022,11,Q4,Volkswagen T-Cross,Volkswagen,SUV,Intermedio,11500000,10800000,3,324000,10476000,346321,10822321,8200000,2276000,21.7,2414528,Valentina Cruz,Este,Senior,373469,Cuotas 24x,Web,0,0,2,7,1,2
VTA-01291,2022-11-08,2022,11,Q4,Renault Kwid,Renault,Hatchback,Económico,3500000,3350000,1,33500,3316500,209383,3525883,2600000,716500,21.6,800253,Paula Gómez,Centro,Senior,110605,Cuotas 12x,Referido,1,800000,1,1,1,1
VTA-03242,2022-11-08,2022,11,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9350000,4,374000,8976000,86311,9062311,6900000,2076000,23.1,2110524,Valentina Cruz,Este,Senior,319994,Contado,Referido,0,0,1,4,0,4
VTA-03476,2022-11-08,2022,11,Q4,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7900000,0,0,7900000,0,7900000,5600000,2300000,29.1,2300000,Lucía Fernández,Norte,Semi-Senior,207375,Leasing,Web,0,0,0,8,0,5
VTA-00090,2022-11-09,2022,11,Q4,Chevrolet Onix,Chevrolet,Hatchback,Económico,5800000,5800000,4,232000,5568000,0,5568000,4200000,1368000,24.6,1368000,Lucía Fernández,Norte,Semi-Senior,146160,Cuotas 24x,Showroom,1,1800000,0,1,0,4
VTA-00862,2022-11-09,2022,11,Q4,Renault Sandero,Renault,Hatchback,Económico,4800000,4850000,0,0,4850000,0,4850000,3500000,1350000,27.8,1350000,Joaquín Torres,Sur,Semi-Senior,132405,Contado,Showroom,1,1000000,0,3,1,4
VTA-03132,2022-11-09,2022,11,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4150000,4,166000,3984000,277923,4261923,3100000,884000,22.2,995169,Joaquín Torres,Sur,Semi-Senior,108763,Contado,WhatsApp,0,0,1,1,1,4
VTA-02462,2022-11-09,2022,11,Q4,Renault Duster,Renault,SUV,Intermedio,9800000,9300000,0,0,9300000,0,9300000,7100000,2200000,23.7,2200000,Valentina Cruz,Este,Senior,331545,Leasing,Instagram,1,2950000,0,13,1,3
VTA-02579,2022-11-09,2022,11,Q4,Renault Oroch,Renault,Pickup,Intermedio,13000000,12500000,1,125000,12375000,275239,12650239,9400000,2975000,24.0,3085095,Diego Romero,Centro,Junior,272250,Contado,Showroom,0,0,2,12,1,5
VTA-02048,2022-11-10,2022,11,Q4,Chevrolet Tracker,Chevrolet,SUV,Intermedio,12500000,12200000,1,122000,12078000,385079,12463079,9000000,3078000,25.5,3232031,Joaquín Torres,Sur,Semi-Senior,329729,Cuotas 36x,Instagram,0,0,2,1,1,5
VTA-03266,2022-11-10,2022,11,Q4,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7600000,0,0,7600000,320968,7920968,5600000,2000000,26.3,2128387,Diego Romero,Centro,Junior,167200,Contado,Web,1,1850000,2,10,1,4
VTA-03763,2022-11-10,2022,11,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14650000,0,0,14650000,266278,14916278,10200000,4450000,30.4,4556511,Lucía Fernández,Norte,Semi-Senior,384562,Contado,Instagram,1,6400000,1,13,1,4
VTA-01879,2022-11-10,2022,11,Q4,Honda HR-V,Honda,SUV,Premium,15500000,14700000,0,0,14700000,93708,14793708,11000000,3700000,25.2,3737483,Paula Gómez,Centro,Senior,490245,Contado,Web,0,0,1,19,1,4
VTA-00219,2022-11-10,2022,11,Q4,Ford Ka,Ford,Hatchback,Económico,4000000,4100000,1,41000,4059000,0,4059000,2950000,1109000,27.3,1109000,Diego Romero,Centro,Junior,89298,Leasing,Web,0,0,0,2,1,4
VTA-03014,2022-11-11,2022,11,Q4,Ford Ka,Ford,Hatchback,Económico,4000000,4000000,1,40000,3960000,325168,4285168,2950000,1010000,25.5,1140067,Carlos Méndez,Norte,Senior,127512,Cuotas 12x,WhatsApp,0,0,2,1,1,5
VTA-01666,2022-11-11,2022,11,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,24200000,0,0,24200000,139705,24339705,17800000,6400000,26.4,6455882,Sofía Herrera,Sur,Senior,834900,Contado,Showroom,1,7150000,1,18,0,5
VTA-02326,2022-11-11,2022,11,Q4,Mercedes-Benz GLA,Mercedes-Benz,SUV,Luxury,52000000,52150000,0,0,52150000,0,52150000,36400000,15750000,30.2,15750000,Martín López,Oeste,Junior,1043000,Contado,Showroom,1,7850000,0,39,1,4
VTA-00542,2022-11-11,2022,11,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,16600000,4,664000,15936000,440743,16376743,12500000,3436000,21.6,3612297,Martín López,Oeste,Junior,318720,Cuotas 36x,Web,1,7150000,2,14,0,4
VTA-03627,2022-11-11,2022,11,Q4,Volkswagen Gol,Volkswagen,Hatchback,Económico,4200000,4150000,3,124500,4025500,0,4025500,3100000,925500,23.0,925500,Carlos Méndez,Norte,Senior,129621,Cuotas 24x,Showroom,0,0,0,8,0,5
VTA-00943,2022-11-11,2022,11,Q4,Honda HR-V,Honda,SUV,Premium,15500000,15200000,0,0,15200000,182205,15382205,11000000,4200000,27.6,4272882,Joaquín Torres,Sur,Semi-Senior,414960,Leasing,WhatsApp,0,0,1,38,1,4
VTA-02236,2022-11-11,2022,11,Q4,Honda Civic,Honda,Sedán,Premium,16000000,16250000,2,325000,15925000,263211,16188211,11400000,4525000,28.4,4630284,Carlos Méndez,Norte,Senior,512785,Contado,Referido,1,5250000,1,5,0,4
VTA-01424,2022-11-11,2022,11,Q4,Jeep Compass,Jeep,SUV,Luxury,25000000,25500000,0,0,25500000,0,25500000,17800000,7700000,30.2,7700000,Carlos Méndez,Norte,Senior,821100,Contado,Web,1,4650000,0,2,1,5
VTA-00441,2022-11-12,2022,11,Q4,BMW Serie 3,BMW,Sedán,Luxury,48000000,48450000,1,484500,47965500,330121,48295621,33600000,14365500,29.9,14497548,Joaquín Torres,Sur,Semi-Senior,1309458,Leasing,Referido,1,7250000,2,1,1,4
VTA-02583,2022-11-12,2022,11,Q4,Toyota Corolla,Toyota,Sedán,Intermedio,14500000,14250000,0,0,14250000,351211,14601211,10200000,4050000,28.4,4190484,Martín López,Oeste,Junior,285000,Cuotas 12x,Web,0,0,2,6,1,5
VTA-02352,2022-11-12,2022,11,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,22200000,0,0,22200000,296772,22496772,16500000,5700000,25.7,5818708,Martín López,Oeste,Junior,444000,Cuotas 24x,Web,0,0,2,3,1,5
VTA-01941,2022-11-12,2022,11,Q4,Honda HR-V,Honda,SUV,Premium,15500000,15600000,3,468000,15132000,243605,15375605,11000000,4132000,27.3,4229442,Lucía Fernández,Norte,Semi-Senior,397215,Cuotas 24x,Web,0,0,1,3,0,4
VTA-03508,2022-11-13,2022,11,Q4,Toyota Hilux,Toyota,Pickup,Premium,28000000,27700000,0,0,27700000,181871,27881871,19800000,7900000,28.5,7972748,Lucía Fernández,Norte,Semi-Senior,727125,Cuotas 36x,Showroom,1,4850000,1,3,1,4
VTA-00350,2022-11-13,2022,11,Q4,Ford Territory,Ford,SUV,Premium,18000000,17200000,0,0,17200000,409826,17609826,12900000,4300000,25.0,4463930,Joaquín Torres,Sur,Semi-Senior,469560,Contado,Showroom,0,0,2,6,1,3
VTA-02496,2022-11-14,2022,11,Q4,Ford Ranger,Ford,Pickup,Premium,24000000,23900000,0,0,23900000,0,23900000,17200000,6700000,28.0,6700000,Carlos Méndez,Norte,Senior,769580,Cuotas 12x,Showroom,1,6600000,0,10,1,5
VTA-01005,2022-11-14,2022,11,Q4,Honda Civic,Honda,Sedán,Premium,16000000,16100000,2,322000,15778000,159462,15937462,11400000,4378000,27.7,4441784,Paula Gómez,Centro,Senior,526196,Cuotas 12x,Web,1,4300000,2,36,1,4
VTA-02770,2022-11-14,2022,11,Q4,Volkswagen Vento,Volkswagen,Sedán,Intermedio,9500000,9600000,2,192000,9408000,0,9408000,6900000,2508000,26.7,2508000,Carlos Méndez,Norte,Senior,302938,Contado,Referido,0,0,0,2,0,4
VTA-03404,2022-11-14,2022,11,Q4,Honda Civic,Honda,Sedán,Premium,16000000,15550000,1,155500,15394500,175726,15570226,11400000,3994500,25.9,4064790,Joaquín Torres,Sur,Semi-Senior,420270,Plan de ahorro,Instagram,0,0,1,29,1,2
VTA-01509,2022-11-14,2022,11,Q4,Jeep Renegade,Jeep,SUV,Premium,17500000,16900000,0,0,16900000,262941,17162941,12500000,4400000,26.0,4505176,Valentina Cruz,Este,Senior,602485,Cuotas 36x,Showroom,1,2750000,1,2,1,5
VTA-00355,2022-11-15,2022,11,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,40100000,2,802000,39298000,0,39298000,29500000,9798000,24.9,9798000,Paula Gómez,Centro,Senior,1310588,Contado,Referido,1,7700000,0,36,0,5
VTA-02612,2022-11-15,2022,11,Q4,Toyota SW4,Toyota,SUV,Luxury,42000000,41450000,4,1658000,39792000,195365,39987365,29500000,10292000,25.9,10370146,Sofía Herrera,Sur,Senior,1372824,Cuotas 24x,Showroom,0,0,1,36,1,5
VTA-02865,2022-11-15,2022,11,Q4,Ford Ka,Ford,Hatchback,Económico,4000000,4050000,3,121500,3928500,425852,4354352,2950000,978500,24.9,1148840,Valentina Cruz,Este,Senior,140051,Cuotas 36x,Web,1,1550000,3,6,0,5
VTA-02869,2022-11-15,2022,11,Q4,Renault Oroch,Renault,Pickup,Intermedio,13000000,12250000,0,0,12250000,159618,12409618,9400000,2850000,23.3,2913847,Sofía Herrera,Sur,Senior,422625,Contado,Llamada entrante,1,5500000,1,21,0,5
VTA-03351,2022-11-15,2022,11,Q4,Volkswagen Polo,Volkswagen,Hatchback,Intermedio,7800000,7550000,3,226500,7323500,0,7323500,5600000,1723500,23.5,1723500,Diego Romero,Centro,Junior,161117,Cuotas 12x,Referido,0,0,0,5,0,5
VTA-01578,2022-11-16,2022,11,Q4,Honda Civic,Honda,Sedán,Premium,16000000,16600000,2,332000,16268000,626121,16894121,11400000,4868000,29.9,5118448,Joaquín Torres,Sur,Semi-Senior,444116,Contado,Showroom,0,0,3,10,1,4
VTA-01019,2022-11-16,2022,11,Q4,Chevrolet S10,Chevrolet,Pickup,Premium,23000000,21700000,0,0,21700000,0,21700000,16500000,5200000,24.0,5200000,Diego Romero,Centro,Junior,477400,Cuotas 12x,Web,0,0,0,1,1,5
VTA-03924,2022-11-16,2022,11,Q4,Peugeot 208,Peugeot,Hatchback,Intermedio,8200000,8250000,0,0,8250000,196948,8446948,5900000,2350000,28.5,2428779,Sofía Herrera,Sur,Senior,284625,Cuotas 12x,Referido,0,0,1,2,1,5
VTA-03275,2022-11-16,2022,11,Q4,Renault Duster,Renault,SUV,Intermedio,9800000,10050000,2,201000,9849000,440572,10289572,7100000,2749000,27.9,2925228,Lucía Fernández,Norte,Semi-Senior,258536,Contado,Web,1,1550000,2,26,0,4
VTA-02737,2022-11-17,2022,11,Q4,Ford EcoSport,Ford,SUV,Intermedio,10500000,10200000,0,0,10200000,0,10200000,7600000,2600000,25.5,2600000,Paula Gómez,Centro,Senior,340170,Cuotas 12x,Instagram,0,0,0,4,0,4
VTA-01068,2022-11-17,2022,11,Q4,Renault Duster,Renault,SUV,Intermedio,9800000,9850000,0,0,9850000,0,9850000,7100000,2750000,27.9,2750000,Lucía Fernández,Norte,Semi-Senior,258562,Cuotas 24x,Web,0,0,0,5,0,5
VTA-00547,2022-11-17,2022,11,Q4,Ford Territory,Ford,SUV,Premium,18000000,17350000,2,347000,17003000,479270,17482270,12900000,4103000,24.1,4294708,Sofía Herrera,Sur,Senior,586604,Cuotas 12x,Web,1,3950000,2,3,1,4
VTA-00463,2022-11-18,2022,11,Q4,Honda HR-V,Honda,SUV,Premium,15500000,15900000,3,477000,15423000,343044,15766044,11000000,4423000,28.7,4560217,Diego Romero,Centro,Junior,339306,Contado,Web,0,0,2,3,0,5
